"","folio","fecha_creacion","hora_creacion","dia_semana","fecha_cierre","hora_cierre","incidente_c4","delegacion_inicio","latitud","longitud","codigo_cierre","clas_con_f_alarma","tipo_entrada","delegacion_cierre","ano","mes"
"5943","C5/210213/08453","13/02/2021",23:37:12,"Sábado","14/02/2021",10:48:01,"accidente-choque con lesionados","COYOACAN",19.32615999,-99.16846992,"A","URGENCIAS MEDICAS","LLAMADA DEL 911","COYOACAN",2021,2
"5944","C5/210213/08592","13/02/2021",23:46:34,"Sábado","14/02/2021",03:03:05,"accidente-choque con lesionados","ALVARO OBREGON",19.32725997,-99.27929016,"A","URGENCIAS MEDICAS","LLAMADA DEL 911","ALVARO OBREGON",2021,2
"5945","C5/210214/00790","14/02/2021",01:05:39,"Domingo","14/02/2021",01:12:43,"accidente-motociclista","MAGDALENA CONTRERAS",19.32558003,-99.24814008,"D","URGENCIAS MEDICAS","LLAMADA DEL 911","MAGDALENA CONTRERAS",2021,2
"5946","C5/210214/00827","14/02/2021",01:10:43,"Domingo","14/02/2021",01:28:33,"accidente-choque sin lesionados","VENUSTIANO CARRANZA",19.42542999,-99.06707016,"D","EMERGENCIA","LLAMADA DEL 911","VENUSTIANO CARRANZA",2021,2
"5947","C5/210214/00871","14/02/2021",01:16:39,"Domingo","14/02/2021",06:24:06,"accidente-choque sin lesionados","BENITO JUAREZ",19.36995003,-99.13947012,"A","EMERGENCIA","LLAMADA DEL 911","BENITO JUAREZ",2021,2
"5948","C5/210214/00879","14/02/2021",01:17:02,"Domingo","14/02/2021",01:19:17,"accidente-choque sin lesionados","BENITO JUAREZ",19.36995003,-99.13947012,"D","EMERGENCIA","LLAMADA DEL 911","BENITO JUAREZ",2021,2
"5949","C5/210214/00880","14/02/2021",01:16:53,"Domingo","14/02/2021",03:02:16,"accidente-choque sin lesionados","IZTAPALAPA",19.33376004,-99.06252012,"A","EMERGENCIA","LLAMADA DEL 911","IZTAPALAPA",2021,2
"5950","C5/210214/00883","14/02/2021",01:17:33,"Domingo","14/02/2021",01:19:54,"accidente-choque sin lesionados","BENITO JUAREZ",19.36995003,-99.13947012,"D","EMERGENCIA","LLAMADA DEL 911","BENITO JUAREZ",2021,2
"5951","C5/210214/00888","14/02/2021",01:18:11,"Domingo","14/02/2021",01:22:03,"lesionado-atropellado","IZTAPALAPA",19.33376004,-99.06252012,"D","URGENCIAS MEDICAS","LLAMADA DEL 911","IZTAPALAPA",2021,2
"5952","C5/210214/00889","14/02/2021",01:18:38,"Domingo","14/02/2021",01:22:34,"lesionado-atropellado","IZTAPALAPA",19.33471998,-99.06206004,"D","URGENCIAS MEDICAS","LLAMADA DEL 911","IZTAPALAPA",2021,2
"5953","C5/210214/00917","14/02/2021",01:20:30,"Domingo","14/02/2021",01:23:20,"lesionado-atropellado","IZTAPALAPA",19.33376004,-99.06252012,"D","URGENCIAS MEDICAS","LLAMADA DEL 911","IZTAPALAPA",2021,2
"5954","C5/210214/00919","14/02/2021",01:20:29,"Domingo","14/02/2021",01:22:57,"lesionado-atropellado","IZTAPALAPA",19.33376004,-99.06252012,"D","URGENCIAS MEDICAS","LLAMADA DEL 911","IZTAPALAPA",2021,2
"5955","C5/210214/00942","14/02/2021",01:23:32,"Domingo","14/02/2021",01:25:07,"accidente-choque con lesionados","IZTAPALAPA",19.33471998,-99.06206004,"D","URGENCIAS MEDICAS","LLAMADA DEL 911","IZTAPALAPA",2021,2
"5956","C5/210214/00972","14/02/2021",01:24:37,"Domingo","14/02/2021",05:59:35,"accidente-choque sin lesionados","MIGUEL HIDALGO",19.40452002,-99.24239988,"A","EMERGENCIA","RADIO","MIGUEL HIDALGO",2021,2
"5957","C5/210214/00983","14/02/2021",01:27:53,"Domingo","14/02/2021",01:28:53,"accidente-choque con lesionados","IZTAPALAPA",19.33255998,-99.06127992,"D","URGENCIAS MEDICAS","LLAMADA DEL 911","IZTAPALAPA",2021,2
"5958","C5/210214/00985","14/02/2021",01:28:22,"Domingo","14/02/2021",01:32:00,"accidente-choque sin lesionados","CUAUHTEMOC",19.44509004,-99.14094,"D","EMERGENCIA","LLAMADA DEL 911","CUAUHTEMOC",2021,2
"5959","C5/210214/00986","14/02/2021",01:28:24,"Domingo","14/02/2021",01:30:51,"lesionado-atropellado","IZTAPALAPA",19.33376004,-99.06252012,"D","URGENCIAS MEDICAS","LLAMADA DEL 911","IZTAPALAPA",2021,2
"5960","C5/210214/01007","14/02/2021",01:30:40,"Domingo","14/02/2021",01:32:30,"accidente-choque con lesionados","IZTAPALAPA",19.33272999,-99.06157008,"D","URGENCIAS MEDICAS","LLAMADA DEL 911","IZTAPALAPA",2021,2
"5961","C5/210214/01013","14/02/2021",01:31:16,"Domingo","14/02/2021",02:12:10,"accidente-choque sin lesionados","TLAHUAC",19.29437001,-99.04953996,"N","EMERGENCIA","LLAMADA DEL 911","TLAHUAC",2021,2
"5962","C5/210214/01030","14/02/2021",01:33:43,"Domingo","14/02/2021",01:40:20,"accidente-choque con lesionados","IZTAPALAPA",19.33376004,-99.06252012,"D","URGENCIAS MEDICAS","LLAMADA DEL 911","IZTAPALAPA",2021,2
"5963","C5/210214/01047","14/02/2021",01:35:58,"Domingo","14/02/2021",01:38:36,"accidente-motociclista","IZTAPALAPA",19.33376004,-99.06252012,"D","URGENCIAS MEDICAS","LLAMADA DEL 911","IZTAPALAPA",2021,2
"5964","C5/210214/01068","14/02/2021",01:38:44,"Domingo","14/02/2021",07:37:23,"lesionado-atropellado","IZTAPALAPA",19.33376004,-99.06252012,"D","URGENCIAS MEDICAS","LLAMADA DEL 911","IZTAPALAPA",2021,2
"5965","C5/210214/01083","14/02/2021",01:40:11,"Domingo","14/02/2021",01:43:35,"accidente-choque con lesionados","IZTAPALAPA",19.35902997,-99.05770008,"D","URGENCIAS MEDICAS","LLAMADA DEL 911","IZTAPALAPA",2021,2
"5966","C5/210214/01118","14/02/2021",01:46:11,"Domingo","14/02/2021",01:51:18,"accidente-choque sin lesionados","CUAUHTEMOC",19.44509004,-99.14094,"D","EMERGENCIA","LLAMADA DEL 911","CUAUHTEMOC",2021,2
"5967","C5/210214/01128","14/02/2021",01:47:16,"Domingo","14/02/2021",01:49:42,"lesionado-atropellado","IZTAPALAPA",19.33376004,-99.06252012,"D","URGENCIAS MEDICAS","LLAMADA DEL 911","IZTAPALAPA",2021,2
"5968","C5/210214/01142","14/02/2021",01:49:42,"Domingo","14/02/2021",04:33:30,"accidente-choque sin lesionados","IZTACALCO",19.38898998,-99.10130004,"A","EMERGENCIA","LLAMADA DEL 911","IZTACALCO",2021,2
"5969","C5/210214/01177","14/02/2021",01:53:11,"Domingo","14/02/2021",02:17:01,"accidente-motociclista","GUSTAVO A. MADERO",19.50181002,-99.11711988,"N","URGENCIAS MEDICAS","LLAMADA DEL 911","GUSTAVO A. MADERO",2021,2
"5970","C5/210214/01189","14/02/2021",01:53:39,"Domingo","14/02/2021",01:57:13,"lesionado-atropellado","IZTAPALAPA",19.33376004,-99.06252012,"D","URGENCIAS MEDICAS","LLAMADA DEL 911","IZTAPALAPA",2021,2
"5971","C5/210214/01201","14/02/2021",01:55:45,"Domingo","14/02/2021",02:01:36,"lesionado-atropellado","IZTAPALAPA",19.33376004,-99.06252012,"D","URGENCIAS MEDICAS","LLAMADA DEL 911","IZTAPALAPA",2021,2
"5972","C5/210214/01238","14/02/2021",02:00:50,"Domingo","14/02/2021",02:02:45,"accidente-choque sin lesionados","COYOACAN",19.32615999,-99.16846992,"D","EMERGENCIA","LLAMADA DEL 911","COYOACAN",2021,2
"5973","C5/210214/01273","14/02/2021",02:05:29,"Domingo","14/02/2021",02:14:21,"accidente-choque con lesionados","IZTAPALAPA",19.37858004,-99.22150008,"D","URGENCIAS MEDICAS","LLAMADA DEL 911","IZTAPALAPA",2021,2
"5974","C5/210214/01274","14/02/2021",02:06:19,"Domingo","14/02/2021",02:09:57,"accidente-choque sin lesionados","VENUSTIANO CARRANZA",19.42542999,-99.06707016,"D","EMERGENCIA","LLAMADA DEL 911","VENUSTIANO CARRANZA",2021,2
"5975","C5/210214/01326","14/02/2021",02:12:23,"Domingo","14/02/2021",02:59:48,"accidente-choque sin lesionados","MIGUEL HIDALGO",19.40388,-99.19013667,"N","EMERGENCIA","LLAMADA DEL 911","MIGUEL HIDALGO",2021,2
"5976","C5/210214/01338","14/02/2021",02:08:13,"Domingo","14/02/2021",02:40:07,"accidente-choque con lesionados","MIGUEL HIDALGO",19.45181997,-99.21981996,"A","URGENCIAS MEDICAS","LLAMADA DEL 911","MIGUEL HIDALGO",2021,2
"5977","C5/210214/01375","14/02/2021",02:18:28,"Domingo","14/02/2021",02:24:51,"accidente-choque sin lesionados","IZTAPALAPA",19.33272999,-99.06157008,"D","EMERGENCIA","LLAMADA DEL 911","IZTAPALAPA",2021,2
"5978","C5/210214/01394","14/02/2021",02:19:59,"Domingo","14/02/2021",02:25:05,"accidente-choque con lesionados","IZTAPALAPA",19.33471998,-99.06206004,"D","URGENCIAS MEDICAS","LLAMADA DEL 911","IZTAPALAPA",2021,2
"5979","C5/210214/01398","14/02/2021",02:20:26,"Domingo","14/02/2021",06:38:08,"accidente-choque sin lesionados","CUAUHTEMOC",19.41782004,-99.16926984,"A","EMERGENCIA","RADIO","CUAUHTEMOC",2021,2
"5980","C5/210214/01401","14/02/2021",02:19:55,"Domingo","14/02/2021",02:25:35,"accidente-choque con lesionados","IZTAPALAPA",19.33376004,-99.06252012,"D","URGENCIAS MEDICAS","LLAMADA DEL 911","IZTAPALAPA",2021,2
"5981","C5/210214/01433","14/02/2021",02:24:09,"Domingo","14/02/2021",03:09:14,"lesionado-atropellado","IZTAPALAPA",19.33376004,-99.06252012,"D","URGENCIAS MEDICAS","LLAMADA DEL 911","IZTAPALAPA",2021,2
"5982","C5/210214/02361","14/02/2021",05:26:21,"Domingo","14/02/2021",06:00:48,"accidente-choque sin lesionados","BENITO JUAREZ",19.36745001,-99.18752004,"A","EMERGENCIA","LLAMADA DEL 911","BENITO JUAREZ",2021,2
"5983","C5/210214/02375","14/02/2021",05:31:05,"Domingo","14/02/2021",05:45:06,"accidente-choque con lesionados","GUSTAVO A. MADERO",19.48880997,-99.11723004,"N","URGENCIAS MEDICAS","LLAMADA DEL 911","GUSTAVO A. MADERO",2021,2
"5984","C5/210214/02385","14/02/2021",05:35:22,"Domingo","14/02/2021",06:55:14,"accidente-choque con lesionados","GUSTAVO A. MADERO",19.50276996,-99.12979008,"A","URGENCIAS MEDICAS","LLAMADA DEL 911","GUSTAVO A. MADERO",2021,2
"5985","C5/210214/02467","14/02/2021",06:11:04,"Domingo","14/02/2021",12:55:00,"accidente-choque con lesionados","MAGDALENA CONTRERAS",19.32725997,-99.24455988,"A","URGENCIAS MEDICAS","LLAMADA DEL 911","MAGDALENA CONTRERAS",2021,2
"5986","C5/210214/02472","14/02/2021",06:15:07,"Domingo","14/02/2021",06:16:43,"accidente-choque con lesionados","MAGDALENA CONTRERAS",19.32710004,-99.24387012,"D","URGENCIAS MEDICAS","LLAMADA DEL 911","MAGDALENA CONTRERAS",2021,2
"5987","C5/210214/02503","14/02/2021",06:28:16,"Domingo","14/02/2021",09:18:06,"accidente-choque sin lesionados","AZCAPOTZALCO",19.45887003,-99.16917012,"N","EMERGENCIA","LLAMADA DEL 911","AZCAPOTZALCO",2021,2
"5988","C5/210214/02528","14/02/2021",06:41:56,"Domingo","14/02/2021",06:57:21,"accidente-choque con lesionados","IZTAPALAPA",19.36577997,-99.00669996,"N","URGENCIAS MEDICAS","LLAMADA DEL 911","IZTAPALAPA",2021,2
"5989","C5/210214/02540","14/02/2021",06:50:36,"Domingo","14/02/2021",08:24:24,"accidente-choque con lesionados","MIGUEL HIDALGO",19.41928002,-99.22678992,"A","URGENCIAS MEDICAS","RADIO","MIGUEL HIDALGO",2021,2
"5990","C5/210214/02543","14/02/2021",06:50:53,"Domingo","14/02/2021",11:42:48,"accidente-volcadura","ALVARO OBREGON",19.34048997,-99.20297988,"A","EMERGENCIA","LLAMADA DEL 911","ALVARO OBREGON",2021,2
"5991","C5/210214/02545","14/02/2021",06:51:37,"Domingo","14/02/2021",07:08:56,"accidente-volcadura","ALVARO OBREGON",19.34048997,-99.20297988,"D","EMERGENCIA","LLAMADA DEL 911","ALVARO OBREGON",2021,2
"5992","C5/210214/02559","14/02/2021",06:59:34,"Domingo","14/02/2021",07:01:58,"accidente-choque con lesionados","MAGDALENA CONTRERAS",19.32725997,-99.24455988,"D","URGENCIAS MEDICAS","LLAMADA DEL 911","MAGDALENA CONTRERAS",2021,2
"5993","C5/210214/02582","14/02/2021",07:09:11,"Domingo","14/02/2021",07:11:30,"accidente-choque con lesionados","ALVARO OBREGON",19.34515998,-99.20224008,"D","URGENCIAS MEDICAS","LLAMADA DEL 911","ALVARO OBREGON",2021,2
"5994","C5/210214/02614","14/02/2021",07:26:40,"Domingo","14/02/2021",12:19:26,"accidente-choque con lesionados","GUSTAVO A. MADERO",19.47044997,-99.13440996,"A","URGENCIAS MEDICAS","LLAMADA DEL 911","GUSTAVO A. MADERO",2021,2
"5995","C5/210214/02619","14/02/2021",07:25:58,"Domingo","14/02/2021",07:32:01,"accidente-choque con lesionados","GUSTAVO A. MADERO",19.47044997,-99.13440996,"D","URGENCIAS MEDICAS","LLAMADA DEL 911","GUSTAVO A. MADERO",2021,2
"5996","C5/210214/02621","14/02/2021",07:27:40,"Domingo","14/02/2021",07:34:12,"accidente-choque sin lesionados","AZCAPOTZALCO",19.49077998,-99.16872012,"D","EMERGENCIA","LLAMADA DEL 911","AZCAPOTZALCO",2021,2
"5997","C5/210214/02624","14/02/2021",07:28:10,"Domingo","14/02/2021",07:31:23,"accidente-choque con lesionados","GUSTAVO A. MADERO",19.47114,-99.13600008,"D","URGENCIAS MEDICAS","LLAMADA DEL 911","GUSTAVO A. MADERO",2021,2
"5998","C5/210214/02625","14/02/2021",07:28:32,"Domingo","14/02/2021",09:53:03,"accidente-choque sin lesionados","TLALPAN",19.29510999,-99.16319988,"A","EMERGENCIA","LLAMADA DEL 911","TLALPAN",2021,2
"5999","C5/210214/02626","14/02/2021",07:28:23,"Domingo","14/02/2021",07:33:52,"accidente-choque con lesionados","MAGDALENA CONTRERAS",19.32710004,-99.24387012,"D","URGENCIAS MEDICAS","LLAMADA DEL 911","MAGDALENA CONTRERAS",2021,2
"6000","C5/210214/02631","14/02/2021",07:28:49,"Domingo","14/02/2021",07:31:34,"accidente-choque con lesionados","GUSTAVO A. MADERO",19.47093003,-99.13514004,"D","URGENCIAS MEDICAS","LLAMADA DEL 911","GUSTAVO A. MADERO",2021,2
"6001","C5/210214/02633","14/02/2021",07:28:51,"Domingo","14/02/2021",11:16:09,"accidente-choque sin lesionados","VENUSTIANO CARRANZA",19.40796,-99.08025012,"N","EMERGENCIA","LLAMADA DEL 911","VENUSTIANO CARRANZA",2021,2
"6002","C5/210214/02641","14/02/2021",07:29:05,"Domingo","14/02/2021",07:32:46,"accidente-choque con lesionados","GUSTAVO A. MADERO",19.47029004,-99.13354992,"D","URGENCIAS MEDICAS","LLAMADA DEL 911","GUSTAVO A. MADERO",2021,2
"6003","C5/210214/02636","14/02/2021",07:29:13,"Domingo","14/02/2021",08:41:58,"accidente-choque con lesionados","IZTAPALAPA",19.37334996,-99.01773,"A","URGENCIAS MEDICAS","LLAMADA DEL 911","IZTAPALAPA",2021,2
"6004","C5/210214/02637","14/02/2021",07:29:58,"Domingo","14/02/2021",07:45:50,"accidente-choque con lesionados","GUSTAVO A. MADERO",19.47117996,-99.13790016,"D","URGENCIAS MEDICAS","LLAMADA DEL 911","GUSTAVO A. MADERO",2021,2
"6005","C5/210214/02651","14/02/2021",07:35:19,"Domingo","14/02/2021",14:52:51,"accidente-choque con lesionados","BENITO JUAREZ",19.36332,-99.19014984,"A","URGENCIAS MEDICAS","LLAMADA DEL 911","BENITO JUAREZ",2021,2
"6006","C5/210214/02667","14/02/2021",07:40:56,"Domingo","14/02/2021",07:44:49,"accidente-choque sin lesionados","AZCAPOTZALCO",19.49077998,-99.16872012,"D","EMERGENCIA","LLAMADA DEL 911","AZCAPOTZALCO",2021,2
"6007","C5/210214/02671","14/02/2021",07:41:18,"Domingo","14/02/2021",09:09:55,"lesionado-atropellado","AZCAPOTZALCO",19.501764,-99.177414,"A","URGENCIAS MEDICAS","LLAMADA DEL 911","AZCAPOTZALCO",2021,2
"6008","C5/210214/02674","14/02/2021",07:42:40,"Domingo","14/02/2021",08:35:05,"lesionado-atropellado","AZCAPOTZALCO",19.501764,-99.177414,"D","URGENCIAS MEDICAS","LLAMADA DEL 911","AZCAPOTZALCO",2021,2
"6009","C5/210214/02675","14/02/2021",07:40:35,"Domingo","14/02/2021",07:45:19,"accidente-choque con lesionados","MAGDALENA CONTRERAS",19.32725997,-99.24455988,"D","URGENCIAS MEDICAS","LLAMADA DEL 911","MAGDALENA CONTRERAS",2021,2
"6010","C5/210214/02679","14/02/2021",07:44:48,"Domingo","14/02/2021",08:34:42,"lesionado-atropellado","AZCAPOTZALCO",19.50082002,-99.17535996,"D","URGENCIAS MEDICAS","LLAMADA DEL 911","AZCAPOTZALCO",2021,2
"6011","C5/210214/02684","14/02/2021",07:47:10,"Domingo","14/02/2021",09:35:13,"accidente-motociclista","IZTACALCO",19.39994001,-99.11342988,"A","URGENCIAS MEDICAS","LLAMADA DEL 911","IZTACALCO",2021,2
"6012","C5/210214/02706","14/02/2021",07:53:45,"Domingo","14/02/2021",07:57:30,"accidente-choque sin lesionados","TLALPAN",19.29510999,-99.16319988,"D","EMERGENCIA","LLAMADA DEL 911","TLALPAN",2021,2
"6013","C5/210214/02716","14/02/2021",07:54:09,"Domingo","14/02/2021",08:40:29,"accidente-choque con lesionados","TLAHUAC",19.26689004,-98.99921016,"A","URGENCIAS MEDICAS","LLAMADA DEL 911","TLAHUAC",2021,2
"6014","C5/210214/02745","14/02/2021",08:08:33,"Domingo","14/02/2021",08:23:58,"accidente-volcadura","IZTACALCO",19.40634,-99.09723996,"D","EMERGENCIA","LLAMADA DEL 911","IZTACALCO",2021,2
"6015","C5/210214/02729","14/02/2021",08:01:34,"Domingo","14/02/2021",08:02:43,"accidente-choque sin lesionados","TLALPAN",19.29510999,-99.16319988,"D","EMERGENCIA","LLAMADA DEL 911","TLALPAN",2021,2
"6016","C5/210214/02740","14/02/2021",08:07:45,"Domingo","14/02/2021",09:20:46,"accidente-choque sin lesionados","GUSTAVO A. MADERO",19.47063996,-99.13754016,"N","EMERGENCIA","LLAMADA DEL 911","GUSTAVO A. MADERO",2021,2
"6017","C5/210214/02743","14/02/2021",08:09:52,"Domingo","14/02/2021",10:27:49,"accidente-volcadura","IZTACALCO",19.40869998,-99.09808992,"A","EMERGENCIA","LLAMADA DEL 911","IZTACALCO",2021,2
"6018","C5/210214/02767","14/02/2021",08:15:47,"Domingo","14/02/2021",09:42:03,"accidente-motociclista","GUSTAVO A. MADERO",19.53435996,-99.14213988,"A","URGENCIAS MEDICAS","LLAMADA DEL 911","GUSTAVO A. MADERO",2021,2
"6019","C5/210214/02795","14/02/2021",08:24:28,"Domingo","14/02/2021",10:22:43,"accidente-choque con lesionados","VENUSTIANO CARRANZA",19.41581997,-99.09009,"A","URGENCIAS MEDICAS","LLAMADA DEL 911","VENUSTIANO CARRANZA",2021,2
"6020","C5/210214/02817","14/02/2021",08:37:09,"Domingo","14/02/2021",16:22:17,"accidente-choque con lesionados","CUAUHTEMOC",19.42695,-99.14324004,"A","URGENCIAS MEDICAS","RADIO","CUAUHTEMOC",2021,2
"6021","C5/210214/02869","14/02/2021",09:03:35,"Domingo","14/02/2021",11:06:25,"accidente-choque sin lesionados","MIGUEL HIDALGO",19.42914996,-99.21601008,"A","EMERGENCIA","RADIO","MIGUEL HIDALGO",2021,2
"6022","C5/210214/02890","14/02/2021",09:06:45,"Domingo","14/02/2021",12:27:02,"accidente-choque con lesionados","BENITO JUAREZ",19.39155003,-99.18104004,"A","URGENCIAS MEDICAS","LLAMADA DEL 911","BENITO JUAREZ",2021,2
"6023","C5/210214/02892","14/02/2021",09:06:43,"Domingo","14/02/2021",09:31:30,"accidente-choque con lesionados","BENITO JUAREZ",19.39131,-99.18146016,"D","URGENCIAS MEDICAS","LLAMADA DEL 911","BENITO JUAREZ",2021,2
"6024","C5/210214/02906","14/02/2021",09:12:53,"Domingo","14/02/2021",11:39:54,"accidente-choque sin lesionados","CUAUHTEMOC",19.43297001,-99.14780988,"A","EMERGENCIA","RADIO","CUAUHTEMOC",2021,2
"6025","C5/210214/02912","14/02/2021",09:13:18,"Domingo","14/02/2021",13:35:39,"accidente-motociclista","XOCHIMILCO",19.27361997,-99.11973996,"A","URGENCIAS MEDICAS","LLAMADA DEL 911","XOCHIMILCO",2021,2
"6026","C5/210214/03087","14/02/2021",09:58:45,"Domingo","14/02/2021",13:22:15,"accidente-choque sin lesionados","MIGUEL HIDALGO",19.45898001,-99.17894016,"N","EMERGENCIA","LLAMADA DEL 911","MIGUEL HIDALGO",2021,2
"6027","C5/210214/03098","14/02/2021",10:01:37,"Domingo","14/02/2021",15:58:01,"accidente-choque con lesionados","ALVARO OBREGON",19.34515998,-99.20224008,"A","URGENCIAS MEDICAS","RADIO","ALVARO OBREGON",2021,2
"6028","C5/210214/03122","14/02/2021",10:04:42,"Domingo","14/02/2021",10:46:47,"lesionado-atropellado","CUAUHTEMOC",19.40605002,-99.16482996,"A","URGENCIAS MEDICAS","LLAMADA DEL 911","CUAUHTEMOC",2021,2
"6029","C5/210214/03132","14/02/2021",10:05:14,"Domingo","14/02/2021",13:28:31,"accidente-choque con lesionados","XOCHIMILCO",19.20439998,-99.1224,"A","URGENCIAS MEDICAS","LLAMADA DEL 911","XOCHIMILCO",2021,2
"6030","C5/210214/03169","14/02/2021",10:27:24,"Domingo","14/02/2021",13:12:41,"accidente-choque sin lesionados","AZCAPOTZALCO",19.47374001,-99.15791004,"F","FALSA ALARMA","LLAMADA DEL 911","AZCAPOTZALCO",2021,2
"6031","C5/210214/03182","14/02/2021",10:36:02,"Domingo","14/02/2021",11:16:48,"accidente-choque sin lesionados","AZCAPOTZALCO",19.27053,-98.95831992,"N","EMERGENCIA","LLAMADA DEL 911","AZCAPOTZALCO",2021,2
"6032","C5/210214/03251","14/02/2021",10:51:12,"Domingo","14/02/2021",11:03:33,"accidente-choque sin lesionados","AZCAPOTZALCO",19.47356001,-99.15793992,"D","EMERGENCIA","LLAMADA DEL 911","AZCAPOTZALCO",2021,2
"6033","C5/210214/03255","14/02/2021",10:52:47,"Domingo","14/02/2021",12:26:16,"lesionado-atropellado","IZTAPALAPA",19.39696002,-99.05348016,"A","URGENCIAS MEDICAS","LLAMADA DEL 911","IZTAPALAPA",2021,2
"6034","C5/210214/03267","14/02/2021",10:55:27,"Domingo","14/02/2021",15:21:52,"accidente-choque sin lesionados","IZTAPALAPA",19.35802998,-99.11093004,"A","EMERGENCIA","LLAMADA DEL 911","IZTAPALAPA",2021,2
"6035","C5/210214/03268","14/02/2021",10:55:01,"Domingo","14/02/2021",11:04:22,"accidente-choque sin lesionados","AZCAPOTZALCO",19.47356001,-99.15793992,"D","EMERGENCIA","LLAMADA DEL 911","AZCAPOTZALCO",2021,2
"6036","C5/210214/04361","14/02/2021",14:32:48,"Domingo","14/02/2021",22:47:08,"accidente-choque sin lesionados","TLALPAN",19.28796003,-99.18484992,"A","EMERGENCIA","LLAMADA DEL 911","TLALPAN",2021,2
"6037","C5/210214/04372","14/02/2021",14:32:26,"Domingo","14/02/2021",17:37:33,"accidente-choque sin lesionados","MIGUEL HIDALGO",19.44644004,-99.19932012,"A","EMERGENCIA","LLAMADA DEL 911","MIGUEL HIDALGO",2021,2
"6038","C5/210214/04377","14/02/2021",14:34:51,"Domingo","14/02/2021",16:00:17,"accidente-choque sin lesionados","VENUSTIANO CARRANZA",19.44800001,-99.10643004,"A","EMERGENCIA","LLAMADA DEL 911","VENUSTIANO CARRANZA",2021,2
"6039","C5/210214/04449","14/02/2021",14:50:33,"Domingo","14/02/2021",18:24:28,"accidente-choque sin lesionados","IZTAPALAPA",19.34300997,-99.10328004,"A","EMERGENCIA","LLAMADA DEL 911","IZTAPALAPA",2021,2
"6040","C5/210214/04482","14/02/2021",14:56:45,"Domingo","14/02/2021",15:28:56,"accidente-choque sin lesionados","COYOACAN",19.31913999,-99.10050012,"N","EMERGENCIA","LLAMADA DEL 911","COYOACAN",2021,2
"6041","C5/210214/04495","14/02/2021",14:57:32,"Domingo","14/02/2021",16:40:12,"lesionado-atropellado","IZTAPALAPA",19.36015002,-99.06171984,"A","URGENCIAS MEDICAS","LLAMADA DEL 911","IZTAPALAPA",2021,2
"6042","C5/210214/04501","14/02/2021",14:59:05,"Domingo","14/02/2021",15:46:58,"accidente-motociclista","IZTAPALAPA",19.356409,-99.099998,"N","URGENCIAS MEDICAS","LLAMADA DEL 911","IZTAPALAPA",2021,2
"6043","C5/210214/04525","14/02/2021",15:03:17,"Domingo","14/02/2021",22:09:18,"accidente-motociclista","IZTAPALAPA",19.34723997,-99.10729008,"N","URGENCIAS MEDICAS","LLAMADA DEL 911","IZTAPALAPA",2021,2
"6044","C5/210214/04529","14/02/2021",15:04:30,"Domingo","14/02/2021",22:05:34,"accidente-choque sin lesionados","GUSTAVO A. MADERO",19.46698002,-99.10362996,"A","EMERGENCIA","APLICATIVOS","GUSTAVO A. MADERO",2021,2
"6045","C5/210214/04594","14/02/2021",15:17:45,"Domingo","14/02/2021",15:24:41,"lesionado-atropellado","CUAUHTEMOC",19.41174,-99.13258008,"D","URGENCIAS MEDICAS","LLAMADA DEL 911","CUAUHTEMOC",2021,2
"6046","C5/210214/04581","14/02/2021",15:14:19,"Domingo","14/02/2021",18:36:49,"lesionado-atropellado","CUAUHTEMOC",19.41192999,-99.13289004,"A","URGENCIAS MEDICAS","LLAMADA DEL 911","CUAUHTEMOC",2021,2
"6047","C5/210214/04587","14/02/2021",15:16:59,"Domingo","14/02/2021",15:52:38,"accidente-choque sin lesionados","IZTAPALAPA",19.34300997,-99.10328004,"D","EMERGENCIA","LLAMADA DEL 911","IZTAPALAPA",2021,2
"6048","C5/210214/04604","14/02/2021",15:20:53,"Domingo","14/02/2021",15:21:56,"mi ciudad-calle-incidente de tránsito","MAGDALENA CONTRERAS",19.31398239,-99.25629672,"D","EMERGENCIA","APLICATIVOS","MAGDALENA CONTRERAS",2021,2
"6049","C5/210214/04612","14/02/2021",15:22:47,"Domingo","14/02/2021",15:24:19,"mi ciudad-calle-incidente de tránsito","MAGDALENA CONTRERAS",19.31343982,-99.25615093,"D","EMERGENCIA","APLICATIVOS","MAGDALENA CONTRERAS",2021,2
"6050","C5/210214/04667","14/02/2021",15:32:53,"Domingo","14/02/2021",15:45:11,"accidente-motociclista","CUAUHTEMOC",19.425451,-99.154442,"D","URGENCIAS MEDICAS","LLAMADA DEL 911","CUAUHTEMOC",2021,2
"6051","C5/210214/04717","14/02/2021",15:40:48,"Domingo","14/02/2021",21:10:21,"accidente-choque sin lesionados","COYOACAN",19.33655004,-99.19000008,"A","EMERGENCIA","LLAMADA DEL 911","COYOACAN",2021,2
"6052","C5/210214/04769","14/02/2021",15:50:24,"Domingo","14/02/2021",17:01:32,"lesionado-atropellado","CUAUHTEMOC",19.42243353,-99.13469471,"D","URGENCIAS MEDICAS","RADIO","CUAUHTEMOC",2021,2
"6053","C5/210214/04828","14/02/2021",16:00:11,"Domingo","14/02/2021",16:28:17,"accidente-motociclista","GUSTAVO A. MADERO",19.49204997,-99.13968,"N","URGENCIAS MEDICAS","LLAMADA DEL 911","GUSTAVO A. MADERO",2021,2
